NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
GKK7268,Tyron  ,1912-07-22,GKK7268@havemydata.nz,8897274,text
GKD7272,Glennie  ,1953-09-30,GKD7272@havemydata.nz,8187278,text
GKE7276,Venetta  ,1913-01-18,GKE7276@havemydata.nz,6897282,phone
GKF7280,Carol  ,1914-03-05,GKF7280@havemydata.nz,8367286,email
GKH7284,Clora  ,1947-08-11,GKH7284@havemydata.nz,8327290,phone
GKC7288,Maxwell  ,1931-02-02,GKC7288@havemydata.nz,8267294,phone
GKF7292,Man  ,1948-01-23,GKF7292@havemydata.nz,8217298,phone
GKD7296,Dorethea  ,1975-08-12,GKD7296@havemydata.nz,8577302,text
GKY7300,Brock  ,1970-01-05,GKY7300@havemydata.nz,6987306,text
GKD7304,Andera  ,1940-06-26,GKD7304@havemydata.nz,7567310,text
GKH7308,Todd  ,1943-03-18,GKH7308@havemydata.nz,6857314,phone
GKF7312,Naomi  ,1923-01-27,GKF7312@havemydata.nz,7367318,phone
GKT7316,Leora  ,1921-11-03,GKT7316@havemydata.nz,7477322,phone
GKE7320,Brock  ,1932-05-06,GKE7320@havemydata.nz,7787326,phone
GKS7324,Fredda  ,1925-02-24,GKS7324@havemydata.nz,6677330,text
GKA7328,Jan  ,1954-06-28,GKA7328@havemydata.nz,7197334,text
GKE7332,Bea  ,1918-12-28,GKE7332@havemydata.nz,8657338,phone
GKB7336,Susann  ,1949-06-22,GKB7336@havemydata.nz,8847342,text
GKW7340,Kenya  ,1932-10-16,GKW7340@havemydata.nz,8357346,text
GKS7344,Maxwell  ,1965-11-06,GKS7344@havemydata.nz,7137350,text
GKU7348,Naomi  ,1945-10-28,GKU7348@havemydata.nz,8057354,email
GKM7352,Larraine  ,1981-12-08,GKM7352@havemydata.nz,6887358,phone
GKJ7356,Max  ,1913-10-05,GKJ7356@havemydata.nz,8227362,text
GKE7360,Emogene  ,1939-04-06,GKE7360@havemydata.nz,6677366,text
GKY7364,Helen  ,1947-01-25,GKY7364@havemydata.nz,7747370,text
GKX7368,Ivana  ,1972-05-20,GKX7368@havemydata.nz,7577374,phone
GLC7372,Kenya  ,1967-08-12,GLC7372@havemydata.nz,7967378,text
GLC7376,Lilla  ,1915-08-27,GLC7376@havemydata.nz,8767382,text
GLE7380,Mae  ,1929-10-07,GLE7380@havemydata.nz,8087386,phone
GLX7384,Carter  ,1962-03-04,GLX7384@havemydata.nz,7877390,text
GLN7388,Delorse  ,1947-09-17,GLN7388@havemydata.nz,7597394,text
GLE7392,Angila  ,1913-04-05,GLE7392@havemydata.nz,8557398,text
GLQ7396,Andera  ,1975-08-09,GLQ7396@havemydata.nz,7717402,text
GLC7400,Kenna  ,1931-05-20,GLC7400@havemydata.nz,8727406,phone
GLG7404,Tyron  ,1914-12-21,GLG7404@havemydata.nz,7667410,text
GLV7408,Latosha  ,1931-09-16,GLV7408@havemydata.nz,6627414,text
GLP7412,Dorethea  ,1961-09-06,GLP7412@havemydata.nz,8187418,text
GLO7416,Susann  ,1953-03-23,GLO7416@havemydata.nz,7997422,text
GLW7420,Daisey  ,1924-02-16,GLW7420@havemydata.nz,6897426,phone
GLN7424,Elma  ,1950-02-20,GLN7424@havemydata.nz,6637430,phone
GLR7428,Dorethea  ,1913-09-06,GLR7428@havemydata.nz,8847434,text
GLC7432,Emogene  ,1958-09-01,GLC7432@havemydata.nz,6597438,phone
GLA7436,Dorethea  ,1983-05-28,GLA7436@havemydata.nz,8817442,text
GLP7440,Kenna  ,1975-10-10,GLP7440@havemydata.nz,7017446,phone
GLR7444,Daisey  ,1942-11-28,GLR7444@havemydata.nz,8667450,text
GLM7448,Elma  ,1917-01-13,GLM7448@havemydata.nz,8347454,phone
GLC7452,Dorethea  ,1974-08-17,GLC7452@havemydata.nz,8927458,text
GLI7456,Shan  ,1969-01-21,GLI7456@havemydata.nz,6517462,text
GLN7460,Sondra  ,1943-04-27,GLN7460@havemydata.nz,7487466,text
GLG7464,Judi  ,1976-08-30,GLG7464@havemydata.nz,7017470,text
GLC7468,Josephina  ,1966-11-11,GLC7468@havemydata.nz,8437474,phone
GLV7472,Andera  ,1959-09-05,GLV7472@havemydata.nz,8237478,phone
GMV7476,Clora  ,1934-04-13,GMV7476@havemydata.nz,7587482,phone
GMH7480,Gena  ,1930-05-25,GMH7480@havemydata.nz,8247486,text
GMP7484,Leora  ,1920-01-08,GMP7484@havemydata.nz,6637490,phone
GMJ7488,Susann  ,1950-08-07,GMJ7488@havemydata.nz,6957494,phone
GMF7492,Naomi  ,1957-08-09,GMF7492@havemydata.nz,6817498,text
GMA7496,Sondra  ,1930-03-10,GMA7496@havemydata.nz,8777502,phone
GMQ7500,Lilla  ,1979-01-19,GMQ7500@havemydata.nz,8517506,text
GMF7504,Zita  ,1983-03-28,GMF7504@havemydata.nz,6917510,text
GMS7508,Elma  ,1935-03-18,GMS7508@havemydata.nz,7357514,text
GMB7512,Max  ,1949-02-05,GMB7512@havemydata.nz,7167518,phone
GMV7516,Helen  ,1967-12-26,GMV7516@havemydata.nz,8057522,phone
GML7520,Delorse  ,1958-12-28,GML7520@havemydata.nz,7897526,email
GMM7524,Jan  ,1979-01-21,GMM7524@havemydata.nz,6887530,text
GMR7528,Kenna  ,1935-07-06,GMR7528@havemydata.nz,8937534,text
GMM7532,Susann  ,1975-09-28,GMM7532@havemydata.nz,7437538,email
GMF7536,Bea  ,1944-08-15,GMF7536@havemydata.nz,6877542,phone
GMT7540,Era  ,1970-02-27,GMT7540@havemydata.nz,6717546,phone
GMN7544,Helen  ,1927-04-20,GMN7544@havemydata.nz,7857550,text
GMP7548,Andera  ,1949-06-04,GMP7548@havemydata.nz,8977554,phone
GMG7552,Brigid  ,1973-03-27,GMG7552@havemydata.nz,8137558,text
GMT7556,Sondra  ,1928-08-31,GMT7556@havemydata.nz,7337562,phone
GMQ7560,Sondra  ,1936-08-14,GMQ7560@havemydata.nz,7637566,text
GMG7564,Bea  ,1983-05-03,GMG7564@havemydata.nz,8227570,phone
GMC7568,Dorethea  ,1946-09-16,GMC7568@havemydata.nz,6617574,phone
GMH7572,Era  ,1926-06-21,GMH7572@havemydata.nz,8747578,phone
GMT7576,Todd  ,1931-03-08,GMT7576@havemydata.nz,6747582,text
GNU7580,Yelena  ,1978-12-25,GNU7580@havemydata.nz,8137586,text
GNN7584,Josephina  ,1916-02-27,GNN7584@havemydata.nz,7937590,phone
GNP7588,Angila  ,1948-03-17,GNP7588@havemydata.nz,7387594,text
GNF7592,Brock  ,1936-09-09,GNF7592@havemydata.nz,6537598,phone
GNQ7596,Sondra  ,1939-05-14,GNQ7596@havemydata.nz,8817602,phone
GNL7600,Daisey  ,1947-11-25,GNL7600@havemydata.nz,6947606,phone
GNS7604,Venetta  ,1972-06-26,GNS7604@havemydata.nz,8177610,text
GNE7608,Shanell  ,1981-07-07,GNE7608@havemydata.nz,8747614,phone
GNK7612,Salome  ,1975-11-21,GNK7612@havemydata.nz,8537618,phone
GNR7616,Shanell  ,1924-03-20,GNR7616@havemydata.nz,7217622,phone
GNI7620,Max  ,1914-05-23,GNI7620@havemydata.nz,8897626,phone
GNC7624,Tammara  ,1912-09-29,GNC7624@havemydata.nz,7187630,email
GNZ7628,Naomi  ,1932-02-08,GNZ7628@havemydata.nz,6977634,text
GNL7632,Brock  ,1986-06-16,GNL7632@havemydata.nz,7587638,phone
GNC7636,Helen  ,1957-12-17,GNC7636@havemydata.nz,8577642,text
GNQ7640,Glennie  ,1972-09-16,GNQ7640@havemydata.nz,8257646,text
GNP7644,Emogene  ,1950-08-30,GNP7644@havemydata.nz,8047650,phone
GNB7648,Dorethea  ,1946-07-29,GNB7648@havemydata.nz,8827654,phone
GNK7652,Bea  ,1975-01-26,GNK7652@havemydata.nz,7417658,text
GNU7656,Yelena  ,1960-06-06,GNU7656@havemydata.nz,7047662,text
GNO7660,Sondra  ,1972-01-17,GNO7660@havemydata.nz,7787666,text
GNM7664,Lilla  ,1965-12-10,GNM7664@havemydata.nz,8677670,phone
GNW7668,Bea  ,1971-02-10,GNW7668@havemydata.nz,7977674,text
GNG7672,Jan  ,1918-01-28,GNG7672@havemydata.nz,8737678,phone
GNF7676,Yelena  ,1923-02-17,GNF7676@havemydata.nz,7947682,phone
GNH7680,Kenya  ,1942-04-20,GNH7680@havemydata.nz,8627686,phone
GOM7684,Leora  ,1917-12-04,GOM7684@havemydata.nz,8867690,text
GOQ7688,Emogene  ,1968-08-01,GOQ7688@havemydata.nz,8227694,phone
GOT7692,Brigid  ,1981-11-24,GOT7692@havemydata.nz,6827698,phone
GOR7696,Max  ,1917-10-25,GOR7696@havemydata.nz,8997702,phone
GOA7700,Carter  ,1923-06-12,GOA7700@havemydata.nz,8877706,phone
GOL7704,Angila  ,1972-09-04,GOL7704@havemydata.nz,7657710,text
GOT7708,Max  ,1924-06-08,GOT7708@havemydata.nz,7897714,phone
GOV7712,Nakisha  ,1912-03-08,GOV7712@havemydata.nz,6997718,phone
GOA7716,Zita  ,1959-07-28,GOA7716@havemydata.nz,7177722,phone
GOR7720,Maxwell  ,1942-07-25,GOR7720@havemydata.nz,7837726,phone
GOV7724,Clora  ,1934-09-07,GOV7724@havemydata.nz,8977730,text
GOB7728,Santa  ,1984-02-18,GOB7728@havemydata.nz,8357734,text
GOM7732,Clora  ,1937-04-18,GOM7732@havemydata.nz,7887738,phone
GOC7736,Glennie  ,1951-12-10,GOC7736@havemydata.nz,7467742,phone
GOB7740,Salome  ,1980-09-13,GOB7740@havemydata.nz,8697746,phone
GOD7744,Shan  ,1916-07-14,GOD7744@havemydata.nz,7317750,phone
GOT7748,Carter  ,1962-03-17,GOT7748@havemydata.nz,8237754,phone
GOT7752,Ivana  ,1983-12-04,GOT7752@havemydata.nz,8247758,text
GOJ7756,Daisey  ,1935-06-17,GOJ7756@havemydata.nz,8217762,text
GOY7760,Bea  ,1925-06-02,GOY7760@havemydata.nz,8147766,phone
GOU7764,Todd  ,1942-11-10,GOU7764@havemydata.nz,8677770,phone
GOU7768,Carter  ,1923-07-15,GOU7768@havemydata.nz,8127774,text
GOB7772,Shanell  ,1938-01-31,GOB7772@havemydata.nz,8787778,text
GON7776,Carol  ,1933-06-02,GON7776@havemydata.nz,6947782,text
GOQ7780,Yelena  ,1932-01-20,GOQ7780@havemydata.nz,8347786,text
GOI7784,Maxwell  ,1921-08-28,GOI7784@havemydata.nz,6657790,text
GPM7788,Brock  ,1938-09-22,GPM7788@havemydata.nz,7377794,text
GPU7792,Man  ,1944-08-18,GPU7792@havemydata.nz,6677798,text
GPF7796,Elma  ,1947-10-28,GPF7796@havemydata.nz,8247802,text
GPB7800,Delorse  ,1955-06-01,GPB7800@havemydata.nz,9047806,email
GPT7804,Lilla  ,1941-08-10,GPT7804@havemydata.nz,7687810,phone
GPJ7808,Ivana  ,1961-02-22,GPJ7808@havemydata.nz,7917814,phone
GPV7812,Yelena  ,1938-04-22,GPV7812@havemydata.nz,8097818,text
GPH7816,Marietta  ,1925-08-24,GPH7816@havemydata.nz,7067822,phone
GPM7820,Leora  ,1936-05-16,GPM7820@havemydata.nz,7057826,text
GPJ7824,Brigid  ,1965-03-29,GPJ7824@havemydata.nz,8477830,phone
GPP7828,Naomi  ,1941-06-22,GPP7828@havemydata.nz,8367834,text
GPH7832,Jesica  ,1947-06-28,GPH7832@havemydata.nz,8877838,email
GPS7836,Venetta  ,1968-05-30,GPS7836@havemydata.nz,8627842,text
GPS7840,Ivana  ,1977-03-19,GPS7840@havemydata.nz,7057846,text
GPZ7844,Lilla  ,1987-02-07,GPZ7844@havemydata.nz,7637850,phone
GPQ7848,Angila  ,1960-05-22,GPQ7848@havemydata.nz,8937854,phone
GPJ7852,Kenya  ,1966-12-04,GPJ7852@havemydata.nz,8617858,text
GPL7856,Gena  ,1947-05-06,GPL7856@havemydata.nz,8087862,phone
GPR7860,Kenna  ,1925-10-17,GPR7860@havemydata.nz,8517866,phone
GPB7864,Zita  ,1930-10-11,GPB7864@havemydata.nz,8857870,phone
GPA7868,Josephina  ,1958-08-27,GPA7868@havemydata.nz,8857874,text
GPT7872,Susann  ,1913-12-01,GPT7872@havemydata.nz,7377878,phone
GPN7876,Andera  ,1924-03-27,GPN7876@havemydata.nz,7687882,text
GPY7880,Jesica  ,1952-01-30,GPY7880@havemydata.nz,7967886,text
GPJ7884,Yelena  ,1976-02-15,GPJ7884@havemydata.nz,8547890,phone
GPA7888,Dorethea  ,1915-01-20,GPA7888@havemydata.nz,6537894,phone
GQU7892,Jesica  ,1926-10-22,GQU7892@havemydata.nz,8957898,text
GQM7896,Nakisha  ,1960-01-22,GQM7896@havemydata.nz,7417902,phone
GQY7900,Maxwell  ,1961-08-17,GQY7900@havemydata.nz,7257906,phone
GQF7904,Ivana  ,1971-10-26,GQF7904@havemydata.nz,7267910,phone
GQN7908,Salome  ,1984-08-19,GQN7908@havemydata.nz,6867914,phone
GQX7912,Kenna  ,1922-07-12,GQX7912@havemydata.nz,9087918,phone
GQW7916,Marietta  ,1971-02-19,GQW7916@havemydata.nz,7857922,text
GQK7920,Era  ,1911-06-07,GQK7920@havemydata.nz,7127926,phone
GQM7924,Josephina  ,1912-09-23,GQM7924@havemydata.nz,8657930,text
GQN7928,Delorse  ,1939-12-17,GQN7928@havemydata.nz,7047934,text
GQN7932,Andera  ,1929-02-16,GQN7932@havemydata.nz,7117938,phone
GQV7936,Marietta  ,1958-06-01,GQV7936@havemydata.nz,8447942,text
GQX7940,Emogene  ,1911-05-30,GQX7940@havemydata.nz,8357946,phone
GQK7944,Yelena  ,1966-03-03,GQK7944@havemydata.nz,6537950,email
GQZ7948,Shanell  ,1942-03-20,GQZ7948@havemydata.nz,7017954,text
GQX7952,Max  ,1927-08-27,GQX7952@havemydata.nz,8677958,phone
GQI7956,Andera  ,1914-06-12,GQI7956@havemydata.nz,7817962,phone
GQB7960,Naomi  ,1911-09-19,GQB7960@havemydata.nz,8447966,text
GQA7964,Sondra  ,1942-11-16,GQA7964@havemydata.nz,8257970,phone
GQZ7968,Tammara  ,1932-01-21,GQZ7968@havemydata.nz,8767974,text
GQM7972,Era  ,1920-11-15,GQM7972@havemydata.nz,8717978,phone
GQI7976,Cherie  ,1947-04-11,GQI7976@havemydata.nz,7917982,phone
GQU7980,Salome  ,1960-07-16,GQU7980@havemydata.nz,7847986,phone
GQV7984,Brigid  ,1977-03-13,GQV7984@havemydata.nz,8897990,text
GQK7988,Lilla  ,1923-11-17,GQK7988@havemydata.nz,8417994,phone
GQF7992,Yelena  ,1927-10-13,GQF7992@havemydata.nz,8297998,text
GRI7996,Kenna  ,1916-01-19,GRI7996@havemydata.nz,6798002,email
GRV8000,Sondra  ,1932-11-13,GRV8000@havemydata.nz,7058006,text
GRS8004,Gena  ,1958-01-11,GRS8004@havemydata.nz,8198010,phone
GRY8008,Shanell  ,1921-07-18,GRY8008@havemydata.nz,6588014,phone
GRL8012,Era  ,1928-08-28,GRL8012@havemydata.nz,9088018,phone
GRU8016,Emogene  ,1937-08-31,GRU8016@havemydata.nz,8768022,phone
GRW8020,Max  ,1913-10-24,GRW8020@havemydata.nz,8468026,phone
GRR8024,Cherie  ,1914-01-07,GRR8024@havemydata.nz,6718030,phone
GRR8028,Brock  ,1935-03-12,GRR8028@havemydata.nz,9078034,phone
GRD8032,Zita  ,1963-01-13,GRD8032@havemydata.nz,8578038,text
GRW8036,Brigid  ,1969-04-02,GRW8036@havemydata.nz,6728042,text
GRS8040,Latosha  ,1925-06-13,GRS8040@havemydata.nz,7718046,text
GRN8044,Tyron  ,1984-06-06,GRN8044@havemydata.nz,8918050,text
GRN8048,Dorethea  ,1971-12-27,GRN8048@havemydata.nz,8298054,text
GRD8052,Lilla  ,1976-02-29,GRD8052@havemydata.nz,7068058,phone
GRB8056,Tammara  ,1945-01-23,GRB8056@havemydata.nz,8248062,text
GRT8060,Marietta  ,1937-04-09,GRT8060@havemydata.nz,7418066,email
GRO8064,Angila  ,1969-02-12,GRO8064@havemydata.nz,9018070,phone
GRG8068,Kenya  ,1973-11-16,GRG8068@havemydata.nz,7828074,text
GRX8072,Fredda  ,1956-11-11,GRX8072@havemydata.nz,8958078,phone
GRD8076,Max  ,1951-05-16,GRD8076@havemydata.nz,8588082,text
GRU8080,Clora  ,1954-05-05,GRU8080@havemydata.nz,7598086,phone
GRY8084,Elma  ,1985-09-12,GRY8084@havemydata.nz,6898090,text
GRA8088,Daisey  ,1938-12-26,GRA8088@havemydata.nz,6698094,text
GRB8092,Naomi  ,1915-09-22,GRB8092@havemydata.nz,6738098,phone
GRZ8096,Max  ,1976-02-20,GRZ8096@havemydata.nz,8868102,phone
GST8100,Man  ,1952-11-20,GST8100@havemydata.nz,7028106,text
GSY8104,Angila  ,1911-11-17,GSY8104@havemydata.nz,7258110,text
GSD8108,Salome  ,1960-10-29,GSD8108@havemydata.nz,7758114,phone
GSY8112,Max  ,1936-11-10,GSY8112@havemydata.nz,8618118,email
GSZ8116,Mae  ,1915-06-12,GSZ8116@havemydata.nz,7738122,text
GSN8120,Glennie  ,1938-06-23,GSN8120@havemydata.nz,8958126,text
GSM8124,Leora  ,1955-03-26,GSM8124@havemydata.nz,7048130,text
GSW8128,Naomi  ,1931-09-26,GSW8128@havemydata.nz,7968134,phone
GSF8132,Jesica  ,1968-10-26,GSF8132@havemydata.nz,6868138,phone
GSV8136,Brock  ,1934-10-15,GSV8136@havemydata.nz,7328142,phone
GSS8140,Leora  ,1935-04-10,GSS8140@havemydata.nz,8888146,phone
GSZ8144,Brock  ,1938-08-26,GSZ8144@havemydata.nz,8078150,phone
GSL8148,Gena  ,1975-10-03,GSL8148@havemydata.nz,7128154,text
GSS8152,Mae  ,1925-01-30,GSS8152@havemydata.nz,8418158,phone
GSS8156,Fredda  ,1938-11-09,GSS8156@havemydata.nz,6668162,phone
GSQ8160,Brigid  ,1926-02-11,GSQ8160@havemydata.nz,7798166,text
GSC8164,Brock  ,1916-04-30,GSC8164@havemydata.nz,8148170,email
GSC8168,Salome  ,1964-01-11,GSC8168@havemydata.nz,7258174,phone
GSN8172,Fredda  ,1926-01-07,GSN8172@havemydata.nz,6868178,phone
GSI8176,Bea  ,1960-06-08,GSI8176@havemydata.nz,7898182,text
GSS8180,Bea  ,1966-03-04,GSS8180@havemydata.nz,7288186,phone
GSC8184,Marietta  ,1912-05-22,GSC8184@havemydata.nz,7778190,text
GSF8188,Venetta  ,1920-10-10,GSF8188@havemydata.nz,9068194,phone
GSJ8192,Brigid  ,1958-10-08,GSJ8192@havemydata.nz,9068198,text
GSS8196,Kenna  ,1965-06-18,GSS8196@havemydata.nz,8128202,phone
GSO8200,Latosha  ,1976-07-25,GSO8200@havemydata.nz,8488206,phone
GTM8204,Carter  ,1969-09-20,GTM8204@havemydata.nz,8178210,text
GTM8208,Venetta  ,1969-05-29,GTM8208@havemydata.nz,6578214,text
GTG8212,Todd  ,1953-12-11,GTG8212@havemydata.nz,7668218,text
GTO8216,Tyron  ,1940-06-15,GTO8216@havemydata.nz,6778222,phone
GTB8220,Jesica  ,1942-10-26,GTB8220@havemydata.nz,9058226,text
GTL8224,Shan  ,1953-01-20,GTL8224@havemydata.nz,7558230,phone
GTW8228,Tammara  ,1928-10-16,GTW8228@havemydata.nz,7868234,text
GTO8232,Brock  ,1937-05-17,GTO8232@havemydata.nz,7358238,phone
GTR8236,Bea  ,1942-01-16,GTR8236@havemydata.nz,7878242,text
GTS8240,Brigid  ,1973-11-20,GTS8240@havemydata.nz,8798246,text
GTJ8244,Todd  ,1952-12-17,GTJ8244@havemydata.nz,7978250,phone
GTM8248,Naomi  ,1936-06-05,GTM8248@havemydata.nz,7488254,phone
GTR8252,Todd  ,1932-03-10,GTR8252@havemydata.nz,6988258,phone
GTS8256,Max  ,1929-05-06,GTS8256@havemydata.nz,8868262,phone
GTO8260,Larraine  ,1985-01-01,GTO8260@havemydata.nz,6658266,text
GTB8264,Delorse  ,1984-05-13,GTB8264@havemydata.nz,7838270,text
GTO8268,Josephina  ,1935-11-01,GTO8268@havemydata.nz,6818274,text
GTO8272,Delorse  ,1913-07-01,GTO8272@havemydata.nz,8738278,email
GTQ8276,Clora  ,1977-05-28,GTQ8276@havemydata.nz,6648282,text
GTJ8280,Larraine  ,1982-05-03,GTJ8280@havemydata.nz,7468286,phone
GTA8284,Mae  ,1961-05-20,GTA8284@havemydata.nz,7888290,phone
GTB8288,Tyron  ,1919-12-21,GTB8288@havemydata.nz,6758294,text
GTA8292,Santa  ,1950-01-01,GTA8292@havemydata.nz,8878298,text
GTS8296,Santa  ,1935-04-07,GTS8296@havemydata.nz,6968302,text
GTW8300,Max  ,1919-02-26,GTW8300@havemydata.nz,7998306,text
GTW8304,Shan  ,1953-05-20,GTW8304@havemydata.nz,6588310,text
GUF8308,Jesica  ,1922-12-13,GUF8308@havemydata.nz,8158314,text
GUL8312,Latosha  ,1931-09-25,GUL8312@havemydata.nz,8528318,text
GUX8316,Mae  ,1918-06-06,GUX8316@havemydata.nz,8438322,phone
GUD8320,Naomi  ,1924-07-22,GUD8320@havemydata.nz,7228326,text
GUE8324,Carol  ,1911-01-26,GUE8324@havemydata.nz,8748330,text
GUJ8328,Brock  ,1920-05-02,GUJ8328@havemydata.nz,8298334,phone
GUG8332,Brigid  ,1960-01-02,GUG8332@havemydata.nz,7288338,phone
GUQ8336,Helen  ,1945-12-26,GUQ8336@havemydata.nz,8768342,text
GUR8340,Helen  ,1982-08-03,GUR8340@havemydata.nz,7218346,text
GUQ8344,Nakisha  ,1985-11-13,GUQ8344@havemydata.nz,8488350,phone
GUD8348,Helen  ,1965-07-30,GUD8348@havemydata.nz,7568354,text
GUJ8352,Yelena  ,1963-06-22,GUJ8352@havemydata.nz,8048358,text
GUF8356,Larraine  ,1925-03-19,GUF8356@havemydata.nz,7298362,text
GUR8360,Leora  ,1965-04-10,GUR8360@havemydata.nz,8118366,text
GUO8364,Judi  ,1965-11-02,GUO8364@havemydata.nz,7978370,phone
GUP8368,Carter  ,1965-04-18,GUP8368@havemydata.nz,9078374,text
GUE8372,Josephina  ,1941-04-26,GUE8372@havemydata.nz,6848378,email
GUN8376,Kenna  ,1961-09-11,GUN8376@havemydata.nz,7788382,text
GUF8380,Angila  ,1982-02-27,GUF8380@havemydata.nz,8688386,text
GUA8384,Carter  ,1960-10-28,GUA8384@havemydata.nz,7698390,phone
GUV8388,Clora  ,1982-03-05,GUV8388@havemydata.nz,7638394,email
GUK8392,Zita  ,1980-07-25,GUK8392@havemydata.nz,6858398,text
GUE8396,Latosha  ,1942-07-20,GUE8396@havemydata.nz,7368402,phone
GUI8400,Jesica  ,1987-03-06,GUI8400@havemydata.nz,8558406,text
GUP8404,Sondra  ,1978-05-07,GUP8404@havemydata.nz,7078410,text
GUL8408,Nakisha  ,1916-09-07,GUL8408@havemydata.nz,6958414,phone
GVI8412,Latosha  ,1954-05-09,GVI8412@havemydata.nz,7818418,phone
GVH8416,Gena  ,1922-02-26,GVH8416@havemydata.nz,7968422,text
GVP8420,Santa  ,1938-06-09,GVP8420@havemydata.nz,7168426,phone
GVO8424,Nakisha  ,1983-04-03,GVO8424@havemydata.nz,7198430,phone
GVF8428,Man  ,1922-03-17,GVF8428@havemydata.nz,8138434,phone
GVF8432,Ivana  ,1955-06-23,GVF8432@havemydata.nz,6628438,phone
GVX8436,Carol  ,1920-10-18,GVX8436@havemydata.nz,7258442,phone
GVG8440,Tyron  ,1972-12-06,GVG8440@havemydata.nz,8628446,text
GVO8444,Carter  ,1977-10-29,GVO8444@havemydata.nz,7198450,text
GVO8448,Kenya  ,1966-03-12,GVO8448@havemydata.nz,8448454,text
GVL8452,Todd  ,1983-01-22,GVL8452@havemydata.nz,6578458,phone
GVH8456,Naomi  ,1924-09-16,GVH8456@havemydata.nz,8748462,text
GVT8460,Angila  ,1977-11-09,GVT8460@havemydata.nz,8598466,email
GVU8464,Delorse  ,1964-01-28,GVU8464@havemydata.nz,8878470,email
GVW8468,Salome  ,1935-04-01,GVW8468@havemydata.nz,6838474,email
GVK8472,Glennie  ,1952-09-14,GVK8472@havemydata.nz,7358478,phone
GVK8476,Brigid  ,1981-12-19,GVK8476@havemydata.nz,8278482,phone
GVQ8480,Zita  ,1964-08-10,GVQ8480@havemydata.nz,7298486,text
GVX8484,Lilla  ,1957-08-07,GVX8484@havemydata.nz,8788490,text
GVZ8488,Bea  ,1932-11-06,GVZ8488@havemydata.nz,6998494,phone
GVU8492,Leora  ,1932-08-31,GVU8492@havemydata.nz,6978498,text
GVG8496,Jan  ,1954-01-31,GVG8496@havemydata.nz,6878502,phone
GVD8500,Santa  ,1985-12-04,GVD8500@havemydata.nz,8568506,phone
GVZ8504,Salome  ,1941-10-17,GVZ8504@havemydata.nz,7638510,text
GVV8508,Kenna  ,1956-02-20,GVV8508@havemydata.nz,7878514,phone
GVX8512,Sondra  ,1932-07-19,GVX8512@havemydata.nz,8448518,phone
GWF8516,Sondra  ,1946-07-08,GWF8516@havemydata.nz,7148522,email
GWX8520,Glennie  ,1949-05-31,GWX8520@havemydata.nz,7128526,phone
GWW8524,Max  ,1947-05-12,GWW8524@havemydata.nz,9088530,text
GWZ8528,Dorethea  ,1947-04-12,GWZ8528@havemydata.nz,7378534,text
GWQ8532,Delorse  ,1987-05-27,GWQ8532@havemydata.nz,6968538,text
GWF8536,Brock  ,1957-10-06,GWF8536@havemydata.nz,7928542,text
GWF8540,Glennie  ,1946-08-31,GWF8540@havemydata.nz,7188546,phone
GWG8544,Kenna  ,1939-06-06,GWG8544@havemydata.nz,7598550,phone
GWZ8548,Leora  ,1915-03-21,GWZ8548@havemydata.nz,6678554,text
GWX8552,Shanell  ,1945-10-15,GWX8552@havemydata.nz,8528558,phone
GWE8556,Tyron  ,1961-07-14,GWE8556@havemydata.nz,8488562,phone
GWI8560,Fredda  ,1968-02-13,GWI8560@havemydata.nz,6848566,phone
GWQ8564,Naomi  ,1970-04-07,GWQ8564@havemydata.nz,8328570,text
GWV8568,Nakisha  ,1930-03-22,GWV8568@havemydata.nz,8778574,phone
GWF8572,Carol  ,1955-11-14,GWF8572@havemydata.nz,8978578,text
GWH8576,Tyron  ,1933-09-04,GWH8576@havemydata.nz,8488582,text
GWQ8580,Gena  ,1965-07-24,GWQ8580@havemydata.nz,7518586,phone
GWK8584,Glennie  ,1920-03-09,GWK8584@havemydata.nz,9058590,phone
GWB8588,Tammara  ,1932-02-10,GWB8588@havemydata.nz,6638594,text
GWI8592,Emogene  ,1981-02-20,GWI8592@havemydata.nz,7518598,text
GWC8596,Tammara  ,1945-05-29,GWC8596@havemydata.nz,8888602,phone
GWU8600,Larraine  ,1987-01-17,GWU8600@havemydata.nz,7718606,text
GWW8604,Elma  ,1953-12-08,GWW8604@havemydata.nz,8238610,phone
GWL8608,Marietta  ,1927-03-16,GWL8608@havemydata.nz,8048614,text
GWY8612,Carter  ,1968-09-01,GWY8612@havemydata.nz,6778618,text
GWS8616,Todd  ,1930-07-09,GWS8616@havemydata.nz,7858622,phone
GXD8620,Nakisha  ,1913-07-23,GXD8620@havemydata.nz,9078626,phone
GXA8624,Latosha  ,1974-02-13,GXA8624@havemydata.nz,6668630,text
GXR8628,Andera  ,1962-11-14,GXR8628@havemydata.nz,9038634,phone
GXN8632,Santa  ,1936-09-02,GXN8632@havemydata.nz,8158638,phone
GXN8636,Larraine  ,1943-03-17,GXN8636@havemydata.nz,8118642,text
GXH8640,Brock  ,1936-09-16,GXH8640@havemydata.nz,7158646,text
GXQ8644,Maxwell  ,1958-02-11,GXQ8644@havemydata.nz,7178650,text
GXW8648,Elma  ,1926-04-24,GXW8648@havemydata.nz,6798654,phone
GXH8652,Todd  ,1967-11-22,GXH8652@havemydata.nz,7018658,phone
